"id","industryid","siteid","sitename","channelid","channelname","type","userid","createtime"
"68423","6","-6679717168409280452","太平洋汽车网","4444137430536197224","用车_轮胎_新品快讯","11","1","2019/9/4 15:22:54"
"68424","6","-6679717168409280452","太平洋汽车网","2708895796799158355","用车_轮胎_轮胎导购","11","1","2019/9/4 15:22:54"
"68425","6","-6679717168409280452","太平洋汽车网","-8545329791652163466","用车_轮胎_轮胎评测","11","1","2019/9/4 15:22:54"
"68426","6","-6679717168409280452","太平洋汽车网","5349341198559613635","用车_轮胎_使用技巧","11","1","2019/9/4 15:22:54"
"68427","6","-6679717168409280452","太平洋汽车网","6280091538932452650","用车_轮胎","11","1","2019/9/4 15:22:54"
"68428","6","-6679717168409280452","太平洋汽车网","1509894177447833764","用车_轮胎_换台建议","11","1","2019/9/4 15:22:54"
"68429","6","-6679717168409280452","太平洋汽车网","-5365875871104234418","汽车售后_轮胎频道","11","1","2019/9/4 15:22:54"
"68430","6","-6679717168409280452","太平洋汽车网","-4947677921162583833","汽车售后_轮胎频道_轮胎评测","11","1","2019/9/4 15:22:54"
"68431","6","7908015142814796532","慧聪网","6695433436674219815","慧聪网-汽车用品","11","1","2019/9/4 15:22:54"
"68432","6","-4600004843132378071","盖世汽车","-3202324732123649913","盖世汽车_新闻_零部件","11","1","2019/9/4 15:22:54"
"68433","6","333858568614217971","盖世汽车网","-198467418431314474","零部件数据","11","1","2019/9/4 15:22:54"
"68434","6","-4600004843132378071","盖世汽车","-2342897823395644006","零部件新闻","11","1","2019/9/4 15:22:54"
"68435","6","333858568614217971","盖世汽车网","-959599169995007270","零部件系列专题","11","1","2019/9/4 15:22:54"
"68436","6","333858568614217971","盖世汽车网","-989081159262852240","零部件新闻","11","1","2019/9/4 15:22:54"
"158658","8","6942845200315040931","新华网","-270534769738325351","汽车_新车","11","1","2019/9/5 17:42:39"
"158659","8","6942845200315040931","新华网","-4828616024623369016","新华汽车_新车","11","1","2019/9/5 17:42:39"
"158660","8","6942845200315040931","新华网","-4028481230609878109","新车","11","1","2019/9/5 17:42:39"
"158661","8","-9129605718231186428","新浪新闻移动端","6075258538654280057","汽车","31","1","2019/9/5 17:42:39"
"158662","8","-3076161842711491267","腾讯新闻移动端","-5879400278980935885","汽车","31","1","2019/9/5 17:42:39"
"160209","7","1120018217835149745","汽车之家","3072387639396030157","资讯文章","11","1","2019/9/6 14:15:21"
"160210","7","860957890603101798","汽车产经网","-8672401735054891589","锂钛出行_智能汽车","11","1","2019/9/6 14:15:21"
"160211","7","333858568614217971","盖世汽车网","-4605319660802524863","智能网联","11","1","2019/9/6 14:15:21"
"160212","7","-4600004843132378071","盖世汽车","-4269378266806594091","盖世汽车_智能网联","11","1","2019/9/6 14:15:21"
"160213","7","-4600004843132378071","盖世汽车","-7633711208986743585","智能网联","11","1","2019/9/6 14:15:21"
"160214","7","5633141236499180732","太阳能电动汽车网","3423608457516065086","太阳能电动汽车网_智能汽车","11","1","2019/9/6 14:15:21"
"160215","7","-6679717168409280452","太平洋汽车网","5158103162254952862","精选_科技_智能周边","11","1","2019/9/6 14:15:21"
"160216","7","3798082317952413178","河源汽车网","6374421190069695218","汽车IT技术","11","1","2019/9/6 14:15:21"
"160217","7","5333653816906314594","桂林汽车网","-4960069667762719458","汽车IT技术","11","1","2019/9/6 14:15:21"
"160218","7","2624384766997485074","文昌汽车网","-8129693241799091137","汽车IT技术","11","1","2019/9/6 14:15:21"
"160219","7","3834822280887270639","怀远汽车网","8274280281520870365","汽车IT技术","11","1","2019/9/6 14:15:21"
"160220","7","4271841010634363595","蓉城汽车网","4452249487549273566","汽车_汽车IT技术","11","1","2019/9/6 14:15:21"
"160221","7","3206087468024876181","界首汽车网","-3686801449040823818","汽车IT技术","11","1","2019/9/6 14:15:21"
"160222","7","2763995853482261788","淮南汽车网","8642190030930543477","汽车IT技术","11","1","2019/9/6 14:15:21"
"160223","7","-1738716041487821991","酒泉汽车网","-879260206426647462","汽车IT技术","11","1","2019/9/6 14:15:21"
"160224","7","6906714876480104016","中国汽车技术信息网","-9108838929450237228","技术新闻","11","1","2019/9/6 14:15:21"
"160225","7","6570692755709380198","亿欧网","-9188617392877179154","人工智能","11","1","2019/9/6 14:15:21"
"160226","7","-3605530650387412748","新华汽车","-3727836548031151729","车智慧","11","1","2019/9/6 14:15:21"
"160598","3","5686533346025925698","中国汽车工业协会","1725215089550905080","首页-标准法规-标准动态","11","1","2019/9/26 14:53:54"
"160599","3","8182248277739041429","车讯网","8966350928791030509","地方分站新闻_柳州","11","1","2019/9/26 14:53:54"
"160600","3","7022510352330998581","网上车市","-6030775618799336236","秦皇岛车市_车市资讯_秦皇岛车市访谈","11","1","2019/9/26 14:53:54"
"160601","3","-8181634869777955721","环球网","-7799266229003074860","汽车_行业评论","11","1","2019/9/26 14:53:54"
"160602","3","4949534140363202049","中国经济网","1769196406805654501","汽车_行业资讯","11","1","2019/9/26 14:53:54"
"160603","3","4949534140363202049","中国经济网","-425074015881940379","汽车频道_行业资讯","11","1","2019/9/26 14:53:54"
"160604","3","7022510352330998581","网上车市","-5449726816714441900","黄石车市_车市资讯_黄石车市访谈","11","1","2019/9/26 14:53:54"
"160605","3","-9073791759129541807","购车网","910125858364363495","梅州_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160606","3","3929339575576794666","中国汽车工业协会网站","-2722678405198471408","首页_标准法规_标准动态","11","1","2019/9/26 14:53:54"
"160607","3","3519335074789701878","车主之家","-3779128784804962026","新闻_车商快讯_北京车商活动","11","1","2019/9/26 14:53:54"
"160608","3","-9073791759129541807","购车网","8737792967397801881","茂名_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160609","3","-9073791759129541807","购车网","-8024526702371324030","北京_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160610","3","3519335074789701878","车主之家","-4905724141061193687","新闻_车商快讯_云浮车商动态","11","1","2019/9/26 14:53:54"
"160611","3","-5630811782461864272","车神榜","-3848575341153368365","资讯","11","1","2019/9/26 14:53:54"
"160612","3","6607048707098390302","凤凰网","4478254016783342549","凤凰汽车_行业_业内新闻","11","1","2019/9/26 14:53:54"
"160613","3","7184487345369910497","第一车市","-3216001918696350510","第一车市_新闻","11","1","2019/9/26 14:53:54"
"160614","3","3929339575576794666","中国汽车工业协会网站","8934989337246822396","首页_政策专区_政策动态","11","1","2019/9/26 14:53:54"
"160615","3","7022510352330998581","网上车市","-5410573009837030259","广州车市_车市资讯_新车实拍","11","1","2019/9/26 14:53:54"
"160616","3","-9073791759129541807","购车网","-3135530138957851554","濮阳_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160617","3","3519335074789701878","车主之家","-5605126643096012130","新闻_车商快讯_云浮车商活动","11","1","2019/9/26 14:53:54"
"160618","3","7022510352330998581","网上车市","4731983586140232036","资讯_SUV_SUV试驾","11","1","2019/9/26 14:53:54"
"160619","3","-9073791759129541807","购车网","-2179783200706173213","深圳_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160620","3","1031540566456526336","车云网","-4523765720691385894","资讯","11","1","2019/9/26 14:53:54"
"160621","3","-9073791759129541807","购车网","4010715117878636221","长春_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160622","3","-2840232495139409290","和讯网","9072052192862481321","汽车_汽车原创","11","1","2019/9/26 14:53:54"
"160623","3","7022510352330998581","网上车市","6497519091356233067","沈阳车市_车市资讯?降价行情","11","1","2019/9/26 14:53:54"
"160624","3","7022510352330998581","网上车市","1893010218394088732","汽车首页_遵义车市_车市资讯_即时资讯","11","1","2019/9/26 14:53:54"
"160625","3","7022510352330998581","网上车市","-8564157527319640418","宁波车市_车市资讯_宁波车市访谈","11","1","2019/9/26 14:53:54"
"160626","3","3519335074789701878","车主之家","4693166627808752724","新闻_车商快讯_韶关新车到店","11","1","2019/9/26 14:53:54"
"160627","3","7022510352330998581","网上车市","5806678151934520610","贵阳车市_车市资讯?降价行情","11","1","2019/9/26 14:53:54"
"160628","3","-3622610995529170833","买车网","-4028108181363443750","买车网_行情_地区资讯","11","1","2019/9/26 14:53:54"
"160629","3","7022510352330998581","网上车市","5071948599665650505","金华车市_车市资讯","11","1","2019/9/26 14:53:54"
"160630","3","-9073791759129541807","购车网","-491078856123651044","肇兴_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160631","3","7022510352330998581","网上车市","-160687829209675683","苏州车市_车市资讯?苏州热门活动","11","1","2019/9/26 14:53:54"
"160632","3","3519335074789701878","车主之家","-1467164343560968029","新闻_车商快讯_南京新车到店","11","1","2019/9/26 14:53:54"
"160633","3","-9073791759129541807","购车网","6136821798060140771","揭阳_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160634","3","3519335074789701878","车主之家","4991543000488409993","新闻_车商快讯_韶关车商动态","11","1","2019/9/26 14:53:54"
"160635","3","7022510352330998581","网上车市","-4866324588592086933","承德车市_车市资讯_新车实拍","11","1","2019/9/26 14:53:54"
"160636","3","-9073791759129541807","购车网","-6383626388591282666","长沙_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160637","3","3519335074789701878","车主之家","-8166494480993022741","新闻_车商快讯_天津车商活动","11","1","2019/9/26 14:53:54"
"160638","3","-8709606516749856786","全球汽配网","-2860151358633149164","资讯_整车资讯","11","1","2019/9/26 14:53:54"
"160639","3","6749810884233114274","亚讯车网","-3686426105243911857","新闻列表","11","1","2019/9/26 14:53:54"
"160640","3","7022510352330998581","网上车市","1548368496350184605","江门车市_车市资讯_商家促销","11","1","2019/9/26 14:53:54"
"160641","3","4949534140363202049","中国经济网","-2521160904793072369","商用车_资讯_行业动态","11","1","2019/9/26 14:53:54"
"160642","3","7022510352330998581","网上车市","-2735735653158500367","拉萨车市_车市资讯_试驾评测","11","1","2019/9/26 14:53:54"
"160643","3","7022510352330998581","网上车市","-4290132906817484169","天津车市_车市资讯_降价行情","11","1","2019/9/26 14:53:54"
"160644","3","-8181634869777955721","环球网","5412115927564555203","环球网_汽车_行情","11","1","2019/9/26 14:53:54"
"160645","3","-6211601587438604167","搜狐汽车","","","11","1","2019/9/26 14:53:54"
"160646","3","-1248708985569608091","中国新闻网","-1748155556738056063","车生活","11","1","2019/9/26 14:53:54"
"160647","3","1031540566456526336","车云网","-6468238410541366627","资讯_最新发布","11","1","2019/9/26 14:53:54"
"160648","3","-9073791759129541807","购车网","-5456791910335856830","汕头_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160649","3","7022510352330998581","网上车市","535918092483661838","资讯_SUV_全部","11","1","2019/9/26 14:53:54"
"160650","3","8182248277739041429","车讯网","-1116678822958489147","地方分站新闻_柳州_分站新闻_柳州_地方新闻","11","1","2019/9/26 14:53:54"
"160651","3","-9073791759129541807","购车网","1861424501093288307","临沂_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160652","3","7022510352330998581","网上车市","-7793613979129616023","资讯首页_汽车时尚_游记","11","1","2019/9/26 14:53:54"
"160653","3","3519335074789701878","车主之家","-6398297659263064324","新闻_车商快讯_南通车商活动","11","1","2019/9/26 14:53:54"
"160654","3","5686533346025925698","中国汽车工业协会","8262877475037622268","首页_政策专区_政策动态","11","1","2019/9/26 14:53:54"
"160655","3","-1765749376521402890","车天下汽车","","","11","1","2019/9/26 14:53:54"
"160656","3","7022510352330998581","网上车市","-6855228449595703013","东莞车市_东莞车市资讯","11","1","2019/9/26 14:53:54"
"160657","3","7022510352330998581","网上车市","5998548054537589165","资讯首页_行情资讯_北京行情","11","1","2019/9/26 14:53:54"
"160658","3","6607048707098390302","凤凰网","-6431238623778167920","凤凰汽车_行业_访谈","11","1","2019/9/26 14:53:54"
"160659","3","-9073791759129541807","购车网","3301687134190477689","惠州_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160660","3","-4547192292451462646","淘车网","","","11","1","2019/9/26 14:53:54"
"160661","3","3519335074789701878","车主之家","-4107151988860348003","新闻_车商快讯_杭州新车到店","11","1","2019/9/26 14:53:54"
"160662","3","-2840232495139409290","和讯网","963623435384664006","汽车首页_汽车产业资讯","11","1","2019/9/26 14:53:54"
"160663","3","-9073791759129541807","购车网","5828597959592792130","武汉_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160664","3","8182248277739041429","车讯网","4653466086697667239","咸阳地方新闻","11","1","2019/9/26 14:53:54"
"160665","3","7022510352330998581","网上车市","-851933528636020457","常州车市_车市资讯_试驾评测","11","1","2019/9/26 14:53:54"
"160666","3","7022510352330998581","网上车市","7256589335232577818","吉安车市_车市资讯_降价行情","11","1","2019/9/26 14:53:54"
"160667","3","-3622610995529170833","买车网","-6028460884399926537","中国买车网_名车资讯","11","1","2019/9/26 14:53:54"
"160668","3","-9073791759129541807","购车网","-7885312360339948773","河源_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160669","3","5686533346025925698","中国汽车工业协会","6635841469866827398","政策专区_政策动态","11","1","2019/9/26 14:53:54"
"160670","3","5686533346025925698","中国汽车工业协会","5820424192032359771","首页_标准法规_标准动态","11","1","2019/9/26 14:53:54"
"160671","3","7022510352330998581","网上车市","1795515300404528073","镇江车市_车市资讯","11","1","2019/9/26 14:53:54"
"160672","3","-1759556419276406819","车天下汽车网","","","11","1","2019/9/26 14:53:54"
"160673","3","7022510352330998581","网上车市","-8361127568397455276","资讯_评测导购","11","1","2019/9/26 14:53:54"
"160674","3","7022510352330998581","网上车市","-4689601085554366269","西安车市_车市资讯?降价行情","11","1","2019/9/26 14:53:54"
"160675","3","-1691546094441088862","人民网","32309270088132435","汽车_国内市场","11","1","2019/9/26 14:53:54"
"160676","3","7022510352330998581","网上车市","7932003389671204641","资讯_评测导购_导购信息","11","1","2019/9/26 14:53:54"
"160677","3","-4560584852676340248","浙江在线","-2877896023797234241","汽车频道_浙江车闻_浙江车市","11","1","2019/9/26 14:53:54"
"160678","3","-1248708985569608091","中国新闻网","-2456334134946238157","汽车_车人物","11","1","2019/9/26 14:53:54"
"160679","3","3519335074789701878","车主之家","-8574145334618352524","新闻_车商快讯_杭州车商活动","11","1","2019/9/26 14:53:54"
"160680","3","2136574236516552510","汽车探索","-6187495004537831761","资讯","11","1","2019/9/26 14:53:54"
"160681","3","8916582830699941115","中国汽车工业协会网","2300264615250468409","新闻中心_行业新闻","11","1","2019/9/26 14:53:54"
"160682","3","-8709606516749856786","全球汽配网","1668813329162817199","全球汽配网-资讯","11","1","2019/9/26 14:53:54"
"160683","3","3519335074789701878","车主之家","8800944141970886512","新闻_车商快讯_湘潭车商动态","11","1","2019/9/26 14:53:54"
"160684","3","8182248277739041429","车讯网","3442986500587287992","文章","11","1","2019/9/26 14:53:54"
"160685","3","-3196347480118935639","河北新闻网","7643895913993222215","汽车_厂商资讯","11","1","2019/9/26 14:53:54"
"160686","3","-3196347480118935639","河北新闻网","-4886238319076131944","汽车_新闻_今日聚焦","11","1","2019/9/26 14:53:54"
"160687","3","6602197230240469899","新疆汽车网","-1306601607809655323","行业新闻","11","1","2019/9/26 14:53:54"
"160688","3","7022510352330998581","网上车市","-4317500892686152037","保定车市_车市资讯_保定商讯","11","1","2019/9/26 14:53:54"
"160689","3","3519335074789701878","车主之家","9152952115925509485","新闻_车商快讯_衡阳新车到店","11","1","2019/9/26 14:53:54"
"160690","3","-9073791759129541807","购车网","2858410781617215495","青岛_汽车用品资讯","11","1","2019/9/26 14:53:54"
"160691","3","4949534140363202049","中国经济网","-9092777992563671639","汽车_资讯","11","1","2019/9/26 14:53:55"
"160692","3","-9073791759129541807","购车网","-7287578079997255570","广州_汽车用品资讯","11","1","2019/9/26 14:53:55"
"160693","3","7022510352330998581","网上车市","-9212363992023991368","资讯_评测导购_试驾评测","11","1","2019/9/26 14:53:55"
"160694","3","7022510352330998581","网上车市","-5462057135167866849","吕梁车市_车市资讯","11","1","2019/9/26 14:53:55"
"160695","3","3519335074789701878","车主之家","-5039436185554708706","新闻_汽车新闻","11","1","2019/9/26 14:53:55"
"160696","3","7022510352330998581","网上车市","258083616318844947","漳州车市_车市资讯_试驾评测","11","1","2019/9/26 14:53:55"
"160697","3","6607048707098390302","凤凰网","5813294356611415090","汽车_行业_产业评论","11","1","2019/9/26 14:53:55"
"160698","3","7022510352330998581","网上车市","-169283419020835035","资讯_SUV_SUV对比","11","1","2019/9/26 14:53:55"
"160699","3","-6429044020594627414","四川新闻网","3715478627525065682","汽车_新闻_企业新闻","11","1","2019/9/26 14:53:55"
"160700","3","-9073791759129541807","购车网","-2059439088075576718","合肥_汽车用品资讯","11","1","2019/9/26 14:53:55"
"160701","3","3519335074789701878","车主之家","-8807153458335443830","新闻_车商快讯_无锡车商动态","11","1","2019/9/26 14:53:55"
"160702","3","-8181634869777955721","环球网","-5995388357713367571","环球汽车_行业评论","11","1","2019/9/26 14:53:55"
"160703","3","7022510352330998581","网上车市","4853394088587531000","资讯首页","11","1","2019/9/26 14:53:55"
"160704","3","3519335074789701878","车主之家","-8188717575677686715","新闻_车商快讯_成都车商活动","11","1","2019/9/26 14:53:55"
"160705","3","7022510352330998581","网上车市","-2078801534448173954","资讯首页_行业研究_行业资讯","11","1","2019/9/26 14:53:55"
"160706","3","7022510352330998581","网上车市","-50292906897383217","泉州车市_车市资讯_新车实拍","11","1","2019/9/26 14:53:55"
"160707","3","-5630811782461864272","车神榜","6554638060559490346","资讯_业界新闻_业界动态","11","1","2019/9/26 14:53:55"
"160708","3","3519335074789701878","车主之家","6238057315972026410","新闻_车商快讯_成都新车到店","11","1","2019/9/26 14:53:55"
"160709","3","3519335074789701878","车主之家","6038291740477766133","新闻_车商快讯_宁波车商动态","11","1","2019/9/26 14:53:55"
"160710","3","8182248277739041429","车讯网","-4333629886576733514","地方分站新闻_柳州_分站新闻","11","1","2019/9/26 14:53:55"
"160711","3","3519335074789701878","车主之家","8249006384874243919","新闻_车商快讯_深圳新车到店","11","1","2019/9/26 14:53:55"
"160712","3","3519335074789701878","车主之家","-6840828966062243682","新闻_车商快讯_重庆新车到店","11","1","2019/9/26 14:53:55"
"160713","3","2899433357688489476","17汽车网","-3666052146359950345","汽车资讯","11","1","2019/9/26 14:53:55"
"160714","3","7022510352330998581","网上车市","4997379327849760991","漳州车市_车市资讯_漳州商讯","11","1","2019/9/26 14:53:55"
"160715","3","8182248277739041429","车讯网","4976654527156587615","全部新闻","11","1","2019/9/26 14:53:55"
"160716","3","-8288629426291243335","汽车大世界","-5271719331025365038","汽车新闻","11","1","2019/9/26 14:53:55"
"160717","3","8916582830699941115","中国汽车工业协会网","-4287347570749031704","新闻中心_相关行业","11","1","2019/9/26 14:53:55"
"160718","3","7022510352330998581","网上车市","3211015514875187452","邯郸车市_车市资讯","11","1","2019/9/26 14:53:55"
"160719","3","-6008890046316704058","我要汽车网","4948027756105449204","车市资讯","11","1","2019/9/26 14:53:55"
"160720","3","7022510352330998581","网上车市","482359775970480312","资讯首页_新车报道","11","1","2019/9/26 14:53:55"
"160721","3","8182248277739041429","车讯网","3897870468502237081","车讯汽车_文章","11","1","2019/9/26 14:53:55"
"160722","3","-4560584852676340248","浙江在线","-4975847884077196575","汽车频道_浙江车闻_原创报道","11","1","2019/9/26 14:53:55"
"160723","3","7022510352330998581","网上车市","2760190551742293898","保定车市_车市资讯","11","1","2019/9/26 14:53:55"
"160724","3","-9073791759129541807","购车网","-1112523940914797654","佛山_汽车用品资讯","11","1","2019/9/26 14:53:55"
